1469751427678,-0.0126953125,1.1220703,0.17138672
1469751427697,0.0034179688,1.0852051,0.35253906
1469751427715,0.009765625,1.159668,0.23535156
1469751427735,0.08178711,0.9641113,0.17138672
1469751427767,0.026611328,1.0390625,0.21801758
1469751427800,0.020507813,0.9177246,0.21313477
1469751427836,0.024902344,0.92163086,0.1953125
1469751427868,0.011230469,1.0327148,0.17553711
1469751427901,-9.765625E-4,0.9741211,0.16821289
1469751427935,-0.0034179688,0.9562988,0.18408203
1469751427969,-0.019042969,1.0148926,0.20532227
1469751427984,-0.017578125,0.97314453,0.22387695
1469751428036,-0.020507813,0.9519043,0.2565918
1469751428079,0.010498047,0.98583984,0.24194336
1469751428130,0.008300781,0.98095703,0.24365234
1469751428148,0.013916016,0.9682617,0.21459961
1469751428185,0.016845703,0.97265625,0.2175293
1469751428217,0.009765625,0.9968262,0.22094727
1469751428250,0.009521484,0.96972656,0.21020508
1469751428285,0.008544922,0.98535156,0.21484375
1469751428316,0.005126953,0.97802734,0.22875977
1469751428347,0.0053710938,0.98339844,0.22607422
1469751428383,2.4414063E-4,0.96728516,0.23071289
1469751428424,-0.008300781,0.98876953,0.23876953
1469751428446,0.001953125,0.97094727,0.21166992
1469751428483,0.0031738281,0.97436523,0.22436523
1469751428511,-0.0024414063,0.9675293,0.234375
1469751428546,0.0053710938,0.97314453,0.20605469
1469751428564,0.0029296875,0.97875977,0.22265625
1469751428616,-0.0029296875,0.9770508,0.21582031
1469751428661,0.0068359375,0.9814453,0.22338867
1469751428711,0.013916016,1.0361328,0.2565918
1469751428727,-0.020751953,0.97924805,0.2631836
1469751428764,0.036865234,0.998291,0.2541504
1469751428802,0.0031738281,0.9538574,0.23510742
1469751428831,-0.0017089844,0.94750977,0.18554688
1469751429119,-0.018554688,0.998291,0.14355469
1469751429185,-0.018066406,1.2514648,0.12573242
1469751429196,-0.06762695,1.253418,0.11645508
1469751429218,-0.059326172,0.6452637,-0.0625
1469751429513,-0.11230469,0.068359375,0.16186523
1469751429578,-0.15820313,0.8510742,0.1965332
1469751429610,-0.3017578,0.91796875,0.34960938
1469751429640,-0.40893555,1.0036621,0.40527344
1469751429681,-0.72265625,0.982666,0.40307617
1469751429709,-0.6516113,1.1269531,0.25830078
1469751429724,-0.6201172,1.2265625,0.39892578
1469751429779,-0.32641602,1.1027832,0.31811523
1469751429792,-0.22387695,1.0610352,0.29711914
1469751429833,-0.15039063,0.7614746,0.37329102
1469751429872,-0.12402344,0.7348633,0.5427246
1469751429889,-0.21435547,0.9453125,0.7126465
1469751429925,-0.043701172,0.9055176,0.60131836
1469751429959,0.31420898,1.1000977,0.4326172
1469751429995,0.579834,1.2016602,0.3166504
1469751430025,0.6503906,0.80029297,0.3815918
1469751430053,0.45898438,0.88793945,0.3395996
1469751430089,0.4506836,0.91503906,0.25439453
1469751430124,0.38354492,0.7727051,0.27978516
1469751430160,0.27539063,0.6281738,0.0546875
1469751430191,-0.04296875,1.4921875,-0.043945313
1469751430209,-0.16894531,0.98950195,0.5307617
1469751430267,-0.34838867,0.9160156,0.14135742
1469751430318,0.33813477,0.11450195,0.31445313
1469751430373,1.1047363,0.61206055,-0.107421875
1469751430407,0.9177246,0.6582031,-0.03173828
1469751430448,0.6796875,1.0402832,-0.07446289
1469751430484,0.41308594,1.1987305,-0.14086914
1469751430521,0.3557129,1.3544922,-0.049072266
1469751430553,0.4189453,1.3447266,-0.068359375
1469751430586,0.4025879,1.2272949,-0.39086914
1469751430620,0.5979004,1.3310547,0.016113281
1469751430655,-0.49121094,0.56762695,0.099609375
1469751430691,0.063964844,1.4416504,0.07495117
1469751430703,-0.1640625,0.9777832,0.087402344
1469751430799,-1.3947754,1.9094238,1.1591797
1469751430830,-0.8286133,1.2897949,0.80029297
1469751430875,-0.5073242,1.3491211,0.6489258
1469751430895,0.39282227,1.4824219,0.2998047
1469751430930,0.26513672,1.2060547,0.07714844
1469751430966,0.8027344,0.6328125,0.1027832
1469751430999,0.5969238,0.26000977,0.2919922
1469751431032,0.11401367,0.94189453,0.33032227
1469751431067,0.1459961,0.75805664,0.27490234
1469751431103,-0.07519531,0.6652832,0.3996582
1469751431151,-0.15258789,0.79418945,0.46606445
1469751431172,0.020996094,0.87109375,0.140625
1469751431207,-0.16479492,0.5095215,0.4428711
1469751431220,0.052490234,0.2553711,0.05102539
1469751431250,0.3544922,0.28320313,-0.12792969
1469751431278,0.48461914,0.22802734,-0.15283203
1469751431319,0.30029297,0.8791504,-0.22363281
1469751431353,0.18286133,0.9111328,-0.14990234
1469751431385,0.1430664,1.2045898,-0.04663086
1469751431419,-0.5407715,2.27417,0.359375
1469751431431,-0.8071289,2.1999512,1.0351563
1469751431466,-0.72753906,1.6071777,1.2202148
1469751431506,-1.0681152,0.97558594,1.5788574
1469751431534,-0.35913086,0.89038086,0.8239746
1469751431568,0.4416504,0.829834,0.024169922
1469751431602,0.15234375,0.6923828,-0.18017578
1469751431631,0.1418457,0.45458984,-0.1628418
1469751431665,0.08618164,0.69433594,0.03857422
1469751431701,-0.0390625,1.0144043,0.4074707
1469751431733,0.03881836,0.8779297,0.5205078
1469751431757,0.123291016,0.97558594,0.6418457
1469751431807,0.106933594,1.0395508,0.81640625
1469751431819,0.3317871,0.64331055,0.14257813
1469751431849,0.36450195,0.44213867,-0.28442383
1469751431902,0.2265625,-0.14892578,0.011230469
1469751431919,0.21899414,0.2133789,-0.03100586
1469751431950,0.23217773,0.53100586,0.0073242188
1469751431986,0.10205078,1.1643066,0.1496582
1469751432033,0.20019531,1.1589355,-0.111328125
1469751432052,0.001953125,2.3947754,0.4934082
1469751432081,-0.17333984,2.1779785,0.98461914
1469751432115,-0.20458984,1.7006836,0.95166016
1469751432149,-0.23217773,1.432373,0.72021484
1469751432182,0.07763672,0.7741699,0.47485352
1469751432217,0.30444336,0.3774414,0.033935547
1469751432517,0.20483398,0.41015625,-0.088134766
1469751432598,0.17211914,0.99609375,0.14013672
1469751432635,0.016113281,1.5058594,0.28222656
1469751432674,-0.32250977,2.2189941,1.0686035
1469751432708,-0.5131836,1.5639648,1.0761719
1469751432741,-0.6501465,1.4379883,1.3464355
1469751432775,-0.20947266,1.1552734,0.85791016
1469751432811,0.49438477,1.2160645,0.21850586
1469751432844,0.54907227,0.62060547,-0.10131836
1469751432880,0.14257813,0.10595703,-0.088134766
1469751432915,-0.20410156,1.0217285,0.85961914
1469751432995,-0.13647461,0.8913574,0.5251465
1469751433017,0.09106445,0.86206055,0.061035156
1469751433065,0.2529297,0.061279297,-0.123046875
1469751433086,0.34985352,-0.1694336,0.051757813
1469751433120,0.4897461,-0.052734375,-0.11254883
1469751433154,0.4206543,0.7597656,-0.07861328
1469751433193,0.35107422,0.9746094,-0.025634766
1469751433222,0.33935547,0.6616211,0.037353516
1469751433259,-0.25634766,1.6889648,-0.010253906
1469751433292,-0.97021484,3.0620117,1.0957031
1469751433334,-1.1010742,1.2126465,2.0649414
1469751433366,-0.5749512,1.2092285,1.1223145
1469751433401,0.1027832,1.2460938,0.24780273
1469751433448,0.41674805,0.81933594,0.0146484375
